"","Year","Song","War","Min_deaths","Max_deaths","beginning","ending","Combatants","Location","duration","avg_death","n_songs_by_war","id"
"490",1999,"""Paper Sun"" - Def Leppard","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,55
"491",1999,"""Destruction Preventer"" - Sonata Arctica","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,114
"492",1999,"""No End in Sight"" - Toto","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,30
"493",2000,"""I Fought in a War"" - Belle and Sebastian","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,32
"494",2000,"""The Rain"" - Scott Miller","World War II",56125162,8.5e+07,1939,1945,"Allied powers vs. Axis Powers
","Worldwide",6,70562581,30,27
"495",2000,"""Do You Know"" - Jo Sung-mo","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,164
"496",2000,"""Peace on Earth"" - U2","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,56
"497",2000,"""Cold War"" - Funker Vogt","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,115
"498",2000,"""Nuclear Winter"" - Funker Vogt","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,116
"499",2000,"""Dok gori nebo nad Novim Sadom"" - Đorđe Balašević","Yugoslav Wars",111214,140000,1991,1995,"Yugoslavia vs other countries","Balcans",4,125607,24,21
"500",2000,"""Sevdalinka"" - Đorđe Balašević","Yugoslav Wars",111214,140000,1991,1995,"Yugoslavia vs other countries","Balcans",4,125607,24,22
"501",2000,"""BOB"" - Outkast","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,31
"502",2001,"""Makeshift Patriot"" - Sage Francis","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,32
"503",2001,"""Open Invitation (I Hate You bin Laden)"" - Jackyl","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,33
"504",2001,"""What More Can I Give"" - Michael Jackson & Various Artists","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,34
"505",2001,"""Where Were You (When the World Stopped Turning)"" - Alan Jackson","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,35
"506",2002,"""Don't Sign Up for War"" - Alistair Hulett and Dave Swarbrick","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,33
"507",2002,"""Live Those Songs Again"" - Kenny Chesney","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,165
"508",2002,"""Travelin' Soldier"" - Dixie Chicks","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,166
"509",2002,"""Drunken Lullabies"" - Flogging Molly","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,57
"510",2002,"""11th Hour"" - Lamb of God","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,36
"511",2002,"""911 For Peace"" - Anti-Flag","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,37
"512",2002,"""911"" - Gorillaz","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,38
"513",2002,"""Boom!"" - System of a Down","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,39
"514",2002,"The Rising - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,40
"515",2002,"""Jacob's Ladder"" - Chumbawamba","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,41
"516",2002,"""Jerusalem"" - Steve Earle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,42
"517",2002,"""John Walker's Blues"" - Steve Earle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,43
"518",2002,"""Let's Roll"" - Neil Young","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,44
"519",2002,"""Manhattan-Kaboul"" - Axelle Red and Renaud","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,45
"520",2002,"""No Human No Fly"" - April Hole","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,46
"521",2002,"""Osama Yo' Mama"" - Ray Stevens","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,47
"522",2002,"""The Price of Oil"" - Billy Bragg","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,48
"523",2002,"""Skylines and Turnstiles"" - My Chemical Romance","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,49
"524",2002,"""Square Dance"" - Eminem","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,50
"525",2002,"""Still Waiting"" - Sum 41","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,51
"526",2002,"""War on War"" - Wilco","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,52
"527",2003,"""Cross The Green Mountain"" - Bob Dylan","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,27
"528",2003,"""Paschendale"" - Iron Maiden","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,34
"529",2003,"""Skeletons of Quinto"" - The Folksmen","Spanish Civil War",5e+05,1e+06,1936,1939,"Nationalists vs. Republicans
","Spain",3,750000,9,9
"530",2003,"""Red Ball Express"" - Scott Miller","World War II",56125162,8.5e+07,1939,1945,"Allied powers vs. Axis Powers
","Worldwide",6,70562581,30,28
"531",2003,"""The Wall"" - Bruce Springsteen","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,167
"532",2003,"""Aftermath"" - Strapping Young Lad","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,53
"533",2003,"""America (Just Say No)"" - Alien Stash Tin – Also covered by Betty Swallaux (2011)","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,54
"534",2003,"""American Life"" - Madonna","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,55
"535",2003,"""Bush"" - David Banner","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,56
"536",2003,"""The Bushes and The President"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,57
"537",2003,"""Façade of Reality"" - Epica","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,58
"538",2003,"""Fall Dog Bombs the Moon"" - David Bowie","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,59
"539",2003,"""Franco Un-American"" - NOFX","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,60
"540",2003,"""Good Song"" - Blur","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,61
"541",2003,"""How Much Do You Suck?"" - The Jeevas","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,62
"542",2003,"""I Saw Him Laying There"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,63
"543",2003,"""In a World Gone Mad"" - Beastie Boys","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,64
"544",2003,"""Into the Fire"" - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,65
"545",2003,"""Let's Get Free"" - Sheryl Crow","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,66
"546",2003,"""Midnight Oil"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,67
"547",2003,"""My Girlfriend is a Lefty"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,68
"548",2003,"""New Killer Star"" - David Bowie","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,69
"549",2003,"""No War"" - Esham","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,70
"550",2003,"""Not in My Name"" - Saul Williams","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,71
"551",2003,"""Nothing Man"" - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,72
"552",2003,"""Out of Time"" - Blur","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,73
"553",2003,"""Paradise"" - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,74
"554",2003,"""Planet of the Rice"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,75
"555",2003,"""Please Freeze Me"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,76
"556",2003,"""Politik"" - Coldplay","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,77
"557",2003,"""Stop the War (Gotta Give It Up)"" - John Tabacco","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,78
"558",2003,"""A Taste of Money"" - Dawn Called Malice","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,79
"559",2003,"""This Is War"" - Smile Empty Soul","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,80
"560",2003,"""Walk On"" - Hilltop Hoods","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,81
"561",2003,"""What Are We Fighting For"" - Live","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,82
"562",2003,"""WWIII"" - KMFDM","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,83
"563",2003,"""Your Silence"" - Suicide Machines","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,84
"564",2004,"""Tears of God"" - Josh Turner","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,28
"565",2004,"""The Devil to Pay"" - Iced Earth","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,29
"566",2004,"""Act III Scene 2 (Shakespeare)"" - Saul Williams","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,85
"567",2004,"""American Idiot"" - Green Day","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,86
"568",2004,"""Apocalypse Please"" - Muse","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,87
"569",2004,"""Caped Crusader"" - Jello Biafra with the Melvins","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,88
"570",2004,"""Cinnamon Girl"" - Prince","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,89
"571",2004,"""Condi, Condi"" - Steve Earle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,90
"572",2004,"""Counting Bodies Like Sheep to the Rhythm of the War Drums"" - A Perfect Circle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,91
"573",2004,"""Day After Tomorrow"" - Tom Waits","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,92
"574",2004,"""Deja Vu (All Over Again)"" - John Fogerty","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,93
"575",2004,"""The Empire Strikes First"" - Bad Religion","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,94
"576",2004,"""Final Straw"" - REM","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,95
"577",2004,"""Holiday"" - Green Day","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,96
"578",2004,"""Home to Houston"" - Steve Earle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,97
"579",2004,"""If Wishes Were Horses"" - David Baerwald","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,98
"580",2004,"""Kimdir O"" - Barış Akarsu","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,99
"581",2004,"""Leaving Beirut"" - Roger Waters","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,100
"582",2004,"""Left Right"" - The Chemical Brothers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,101
"583",2004,"""Let Them Eat War"" - Bad Religion","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,102
"584",2004,"""Letters from Home"" - John Michael Montgomery","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,103
"585",2004,"""The Man Who Would Be King"" - Dio","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,104
"586",2004,"""The Mob Goes Wild"" - Clutch","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,105
"587",2004,"""Mosh"" - Eminem","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,106
"588",2004,"""Now You've Got Something to Die For"" - Lamb of God","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,107
"589",2004,"""Rich Man's War"" - Steve Earle","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,108
"590",2004,"""Saraba"" - The Gazette","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,109
"591",2004,"""To Kill the Child"" - Roger Waters","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,110
"592",2004,"""Unknown Soldier"" - The Casualties","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,111
"593",2004,"""Where Is the Love?"" - The Black Eyed Peas (Featuring Justin Timberlake)","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,112
"594",2005,"""The War"" - Angels and Airwaves","World War II",56125162,8.5e+07,1939,1945,"Allied powers vs. Axis Powers
","Worldwide",6,70562581,30,29
"595",2005,"""That Old Porch Swing"" - Eddy Arnold","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,168
"596",2005,"""Fuel the Hate"" - Soulfly","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,117
"597",2005,"""All the Young Fascists"" - Shihad","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,113
"598",2005,"""America First"" - Merle Haggard","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,114
"599",2005,"""Bin Laden"" - Immortal Technique","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,115
"600",2005,"""BYOB"" - System of a Down","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,116
"601",2005,"""Camilo"" - State Radio","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,117
"602",2005,"""Devils & Dust"" - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,118
"603",2005,"""Dirty Harry"" - Gorillaz","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,119
"604",2005,"""The Evil Has Landed"" - Testament","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,120
"605",2005,"""Frontlines"" - Soulfly","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,121
"606",2005,"""The Hand That Feeds"" - Nine Inch Nails","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,122
"607",2005,"""No Sure Way"" - Loudon Wainwright III","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,123
"608",2005,"""No Time Flat"" - Kevin Devine","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,124
"609",2005,"""Overburdened"" - Disturbed","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,125
"610",2005,"""Sacrificed Sons"" - Dream Theater","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,126
"611",2005,"""Sacred Lie"" - Disturbed","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,127
"612",2005,"""Succexy"" - Metric","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,128
"613",2005,"""The Sodom and Gomorrah Show"" - Pet Shop Boys","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,129
"614",2005,"""Twenty"" - Robert Cray","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,130
"615",2005,"""War Is a Wonderful Thing"" - Real West","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,131
"616",2005,"""We Don't Want Your War"" - Jynkz {Jeff Neugebauer}","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,132
"617",2005,"""When the President Talks to God"" - Bright Eyes","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,133
"618",2005,"""Wipe That Smile Off Your Face"" - Our Lady Peace","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,134
"619",2006,"""Angels Calling"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,35
"620",2006,"""8th of November"" - Big and Rich","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,169
"621",2006,"""I Have Seen the Rain"" - Pink","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,170
"622",2006,"""Uncommon Valor: A Vietnam Story"" - Jedi Mind Tricks","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,171
"623",2006,"""Brighter than a Thousand Suns"" - Iron Maiden","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,118
"624",2006,"""No Bravery"" - James Blunt","Yugoslav Wars",111214,140000,1991,1995,"Yugoslavia vs other countries","Balcans",4,125607,24,23
"625",2006,"""We Burn"" - Sabaton","Yugoslav Wars",111214,140000,1991,1995,"Yugoslavia vs other countries","Balcans",4,125607,24,24
"626",2006,"""Brother's Song"" - Brand New","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,135
"627",2006,"""Dangerous Game"" - Bill Madden","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,136
"628",2006,"""Dirty Bombs"" - Body Count","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,137
